,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition,Collaborative_Disposition,Cross-Cultural_Disposition,Info_Sharing,Participatory_Teaching,Feedback,Idea_Introduction,Knowledge_Acquisition,Curiosity,Self-Awareness,Task_Orientation,Technical_Difficulty,Language_Issues
133,"Wow! Thank you. Thank you for this great project, and I would suggest maybe if you can take some... A few photos of your... Your project OK? Then you share it on Slack. On Slack there is a group of musical instruments or maybe if you share certain pictures, they will get to learn something. OK? Thank you. (inaudible). There's someone just next to the screen and I just uhh... It seemed that you want to say something. (laughter).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
134,We're getting Numa's up right now... So... Give us like a minute.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,OK OK OK. OK. We'll get back to you...Salome you are sharing a... OK. Ok. There it is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"(inaudible) I made a video explaining. Umm how to compost and like what seasons are good to compost and like how to do it. So... (Video playing:  Hello this project is about composting my name (inaudabile) from South Fayette How you should compost. Thsi video explains to you how you should compost ).  (Video Playing:  You should composting things such as apples, bananas, umm broccoli, vegetable any unusued (inaudible). You should not be putting items such as sticky labels... Uhh coffee bag or stuff like that in your compost because it will create an insufficient soil. All of your objects will go inside this brown bin and this is how we do it at our school. Just put it in and at the end of lunch we will take everything put it into the black container. As you can see I'm walking over and I will now explain how to open up the latches. You must be very careful because you can hurt your fingers. You just have to  gently push up until it releases you. You do it to the other... You are going to open it up and it might be a little smelly. But... It's not that bad... We will then put it all in the compost bin. Currently we do not put anything in because we are currently up to date... Now after you enter... I mean put all of your vegetables and you want to close it. And although I cannot demonstrate this in the video... Umm you're supposed to uhh turn the composting bin about 10 times. But sometimes you overdo it just... It was large but .r. So after you... It's gonna go inside and it's gonna go around and around. That will obviously shuffle so the worms get the sufficient food that they need. Umm So this way... The worms are going to get food because you don't want them to die. (inaudible) All seasons are actually good to compost but there are different stages of composting... Different seasons. So in the spring, the rising temperatures help the composting gain in temperature. This means that the... When the rise in temperatures are going to help reactivate things that micro-organisms (inaudible). This will also help  (Inaudible) Summer. Summer is a good season to let your compost become warm since it gives your compost an extra boost of nutrients. The sun and the black box of the compost bin as you as you have noticed converts the sunlight's energy so it kind of like sends it into the compost so. It's warmer, it gets extra nutrients, and all another example is when in the summer many persons mow their lawns multiple times since that's what I'm going to do. (background noise) Is that they can actually mow their lawns and take the lawn clippings, and put them in the compost. This way it'll be better for the environment than it just being left here and there. Also people with allergies who are umm have seasonal allergies (inaudible) benefitted by this because we won't have to be around (inaudible). Umm... fall... the best season to start compost is fall. The leaves will help the soil get rich nutrients. So the leaves that fall down are full with (inaudible) which is great for the worms and helps their digestive system even better. Winter. In the winter the composting bin is normally dormant because of the freezing temperatures, but as long as the temperature isn't too cold the micro organisms will keep on producing although it will not be as much as it is in the cool climate because in the cool climate as you know, bacteria stays (inaudible). But like warmer areas such as summer and spring it's like spreading out more. So it they're not producing as much. During heavy snowstorms or extremely freezing weather you should put a tarp over the compost to make sure it does not get too cold. This way, the latches do hold on trees. (inaudible) They will rust and they will be not good for you. Ok. Why you should compost. Composting. You should compost because of the fertilization and it feeds soil with heavy nutrients. Fertilization and feeding the soil with healthy nutrients means that you are going to have a better more better soil that will help your (inaudible). Growth be better. It is actually... umm... Researchers have said that homemade compost is actually better than the ones  You get in stores. All natural. This also improves drainage and retains moisture. The biggest benefits are that you save money and resources. This means that you will be able to save hundreds of (inaudible) and protect the environment. This also helps improve your soil. Thank you for your time and watching my presentation and I hope you learned more about composting.",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
137,(Everyone clapping and Denis laughing),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Uhh we had a couple people who had to leave in the middle of the uhh presentation there sorry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"(laughs), Yes that was a very. That was a really amazing presentation. Wow. I can't imagine such projects.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,"Thank you for sharing. So you have said that umm all seasons are good for compost. Okay maybe if I ask my question, any question maybe anyone with any question concerning that...  Uhh Numa's project?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"I have no question, but like I gotta go right now.  But like thank you for like me being here and everything. umm I like your project umm I hope like you can like improve it. Like helping like take (Inaudible). Thank you very much. I gotta go now.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
142,"Thank you. Thank you Daniel for being with us. We really appreciate your participation I hope uhh.  I hope we'll meet next time. (laughter)
 So maybe if I may ask. If I may ask uhh. (inaudible) called Numa. Why do you need to rotate the... The tank like uhh many times?",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
143,"You need to turn so that because when you put all the vegetables in it just tends to be sitting on the top... So when you turn your all the vegetables, vegetables and fruits get mixed. Then uhh it will be like not composting in just that area it will be all spread out.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,"Oh. Ok.  So if I may ask again maybe cause uhh... Mostly we do compost not inside the container but uhh... Maybe a certain, a somewhere, we just dig the ground underground, then we keep on throwing a like uhh maze stock there, any vegetable remains and everything. So do you think that uhh digging the ground and having a container... Which one do you think is the best? Or which one do you think which one do you prefer, and why? (background noise) or are they all good?",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
145,"I mean putting in my container is good but in the ground is better because, it would save you more money and it's... It will be just easier. But using the box is for people who want to (inaudible).  School and then put it into the ground. Because you don't want them to be the scraps of food just to be there. (inaudible)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
146,Thank you. Thank you very much. Thank you very much for elaboration. uhh Angel do you have any questions to Numa's?.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147,"I have a question, how, where is your idea coming from like what make you have the idea to do this kind of project.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,Oh well our family do like composting. So we have this small box that we normally put all of our like (inaudible). So we kind of like compost (inauduible). So that's how I got the idea.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
149,"Salome, do you have any comment concerning her project of compost.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,I think her project is nice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Why do you think it's nice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"Because the compost, it says that compost can be kept on all seasons summer or winter.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153,Thank you. Thank you.  Maybe thank you. For sharing your project. (inaudible) a learning process and uhh it's a learning. Another way of composting apart from just digging the ground (inaudible). Maybe uhh just throwing them away. They pollute the environment. I really appreciate that project. I can see it's like uhh two minutes to ten so I don't know maybe if uhh any of any any any anyone have anything to say? Maybe..,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,We have like uhh two more minutes just to give a chance to anyone tod just to say anything concerning their own or in case you have your project or in case you want to say something general concerning the sharing? Feel free please. I can see Israel at the back I don't know.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Hi there. Hi there so I just wanted to say thank you to all of you. Uhh I was umm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"I was telling my, my students that this is a great time for us to meet this is amazing time. I don't know for all of you, but we want to say thank you for all the sacrifices. Uhh time wise and also you know project wise and you guys have been putting on these great projects. Personally I want to say thank you to all of you. It's good to see you. And we're looking forward for the next one. Thank you.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,Thank you Israel for at least showing up and saying hi. We really appreciate it. Thanks for being available for.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Thank you for your kind words. Thank you.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,OK. Uhh. I don't know. I don't know. I don't know the name but uhh.  I'll prefer maybe if you can say something uhh I don't know it's a teacher from South Fayette.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Yeah umm I uhh thought this went well I'm sorry that my kids had to leave just a little bit early.  The time is uhh... It works out ok. If we could do a half hour earlier. Umm It would be perfect because that umm 4 o'clock would be better than the 4:30 time. But I know we had another umm we had another group that was on just before this. Uhh Our club normally ends at 4:45 but these guys uhh were willing to stay a little bit longer tonight. So umm, uh, I really like the fact that we had a couple of the musical instruments. I thought that was neat uhh to see how umm different schools and different students approach that uhh that topic umm and I I think it was neat how you guys did a great job with the presentation umm and then we had somebody who actually made it. I would like our kids to work on the presentation part now, umm and maybe you guys could work on the umm on actually trying to create a an instrument and play it. That was the hard part. Playing it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Thank you very much for making things work maybe from your side. I really appreciate that. Thank you very much. So maybe I really appreciate everyone for Daniel do they have anything to say. OK so.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Seung Bok? OK. Uhh Tony and uhh Angela?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"Uhh I'd like to say that thank you for everyone that's making this meeting. I'm very grateful that uhh I have the time to make it to this meet. Today I have like two tests, so I'm kind of tired right now and go home.   (inaudible) so I want to say thank you for everyone that's being here. Thank you.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
164,"Thank you very much Tony. Thank you guys, everyone for coming. Uhh, a teacher from South Fayette can you help us uhh now we can get the link to the video that has been has been shared about compost.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"Yes I will umm figure out where she just shared it with me, so I'll be able to share it out I think. Let me see if I can do that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"OK. Thank you. Thank you. So thank you everyone for coming. Uhh actually uhh thank everyone I really appreciate your uhh your time and sacrificing maybe other things and taking this chance just to doing with us. There's also a reflection form which I would like you to fill just uhh feel free to say your thoughts right there  concerning the meetup and I really appreciate that then. Thank you everyone for coming and uhh can say we love you all. And I love your participation and uhh I'm really glad that you made it. So maybe everyone that was visiting from South Fayette, kindly remind them to fill their reflection form. And also Tony and Angela, Daniel. Daniel was there. Kindly remind him when he is back. We really appreciate. Angela kindly. We really appreciate your efforts and participation and your comment we love that. Thank you very much then. Next time kingly encourage uhh. Other students like Chris? Chris? And uhh Ashley and other people just participate OK and have something robotic to present OK? Thank you. Thank you everyone for coming. Thank you.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
